name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp
Honda Accord 2.4 MT,2010.0,300000.0,74000.0,Petrol,Individual,Manual,Second Owner,5,2354.0,177.6
Nissan Sunny Diesel XV,2012.0,300000.0,62000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,84.8
Jeep Compass 1.4 Sport,2018.0,1335000.0,17500.0,Petrol,Dealer,Manual,First Owner,5,1368.0,160.0
Hyundai Creta 1.6 VTVT S,2015.0,750000.0,54525.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3
Maruti Swift Dzire LXI,2012.0,495000.0,28000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.14
Honda City 2017-2020 EXi,2006.0,112999.99999999999,89000.0,Petrol,Individual,Manual,First Owner,5,1497.0,78.0
Hyundai i10 Sportz 1.2 AT,2013.0,429000.0,67000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,78.9
Maruti SX4 VDI,2012.0,421000.0,49508.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.8
Toyota Etios G,2013.0,385000.0,30000.0,Petrol,Dealer,Manual,First Owner,5,1496.0,88.73
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018.0,595000.0,15000.0,Petrol,Individual,Manual,First Owner,5,999.0,75.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,500000.0,120000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Hyundai EON D Lite,2013.0,190000.0,52000.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.2
Renault Duster 85PS Diesel RxL Plus,2014.0,415000.00000000006,133000.0,Diesel,Individual,Manual,First Owner,5,1461.0,83.8
Volkswagen Jetta 2.0L TDI Highline AT,2012.0,595000.0,95009.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,138.1
Toyota Etios Liva 1.4 VD Dual Tone,2016.0,450000.0,104000.0,Diesel,Dealer,Manual,First Owner,5,1364.0,67.04
BMW 5 Series 530d Highline,2009.0,695000.0,70000.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,235.0
Hyundai EON 1.0 Kappa Magna Plus Optional,2015.0,315000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,998.0,68.05
Volkswagen Jetta 1.4 TSI Comfortline,2012.0,475000.0,45000.0,Petrol,Dealer,Manual,First Owner,5,1390.0,120.33
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,1019999.9999999999,78000.0,Diesel,Dealer,Manual,First Owner,8,2494.0,100.6
Mahindra XUV500 W6 2WD,2015.0,875000.0,55000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0
Datsun GO Anniversary Edition,2017.0,335000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1198.0,67.06
Mahindra TUV 300 T6 Plus,2016.0,625000.0,43135.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0
Maruti Alto 800 CNG LXI,2013.0,150000.0,68000.0,CNG,Dealer,Manual,First Owner,4,796.0,40.3
Maruti Ignis Delta AMT,2018.0,625000.0,15833.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.8
Mercedes-Benz GLS 2016-2020 400 4MATIC,2018.0,6950000.0,28000.0,Petrol,Dealer,Automatic,First Owner,7,2996.0,333.0
Audi Q3 35 TDI Quattro Premium Plus,2018.0,2499000.0,46500.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,181.0
Hyundai EON D Lite,2019.0,330000.0,12354.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.2
Tata Tiago 1.05 Revotorq XZ WO Alloy,2017.0,484999.99999999994,39543.0,Diesel,Dealer,Manual,First Owner,5,1047.0,69.0
Kia Seltos HTX Plus D,2020.0,1925000.0,1600.0,Diesel,Dealer,Manual,First Owner,5,1493.0,113.4
Maruti Wagon R LXI Minor,2008.0,175000.0,80000.0,Petrol,Dealer,Manual,First Owner,5,1061.0,67.0
Maruti Swift VDI,2018.0,650000.0,54100.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2010.0,465000.00000000006,58200.0,Diesel,Dealer,Manual,First Owner,8,2179.0,120.0
Volkswagen Vento Diesel Highline,2011.0,300000.0,100000.0,Diesel,Individual,Manual,Second Owner,5,1598.0,103.6
Maruti Vitara Brezza ZDi Plus,2017.0,925000.0,31343.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Chevrolet Spark 1.0 LT,2012.0,130000.0,70000.0,Petrol,Individual,Manual,First Owner,5,995.0,62.0
Maruti Zen Estilo LXI Green (CNG),2014.0,235000.0,70000.0,CNG,Individual,Manual,Second Owner,5,998.0,67.1
Mitsubishi Pajero Sport 4X4,2013.0,950000.0,181491.0,Diesel,Dealer,Manual,First Owner,7,2477.0,175.56
Maruti Alto K10 2010-2014 VXI,2013.0,250000.0,35000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Hyundai Grand i10 1.2 CRDi Sportz,2018.0,520000.0,29000.0,Diesel,Individual,Manual,First Owner,5,1186.0,73.97
Mahindra XUV500 W11 BSIV,2018.0,1550000.0,40328.0,Diesel,Dealer,Manual,First Owner,7,2179.0,152.87
Maruti SX4 ZXI MT BSIV,2010.0,260000.0,60423.0,Petrol,Dealer,Manual,First Owner,5,1586.0,103.3
Hyundai i10 Era,2008.0,190000.0,57000.0,Petrol,Dealer,Manual,First Owner,5,1086.0,68.05
Maruti Swift VDI,2016.0,484999.99999999994,42000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0
Maruti Wagon R LX BSIII,2006.0,80000.0,90000.0,Petrol,Individual,Manual,Second Owner,5,1061.0,64.0
Toyota Innova 2.5 V Diesel 7-seater,2010.0,511000.00000000006,120000.0,Diesel,Dealer,Manual,First Owner,7,2494.0,102.0
Hyundai Creta 1.6 CRDi SX,2019.0,1225000.0,15000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2
Maruti Swift Dzire VXi,2011.0,350000.0,35000.0,Petrol,Dealer,Manual,First Owner,5,1298.0,85.8
Maruti Wagon R LXI,2016.0,350000.0,63554.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Ford Figo Diesel EXI,2010.0,150000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.0
Chevrolet Aveo U-VA 1.2 LS,2008.0,125000.0,90000.0,Petrol,Individual,Manual,First Owner,5,1150.0,74.9
Hyundai Xcent 1.2 Kappa SX,2015.0,595000.0,60000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.0
Tata Indigo LX,2005.0,140000.0,90000.0,Diesel,Individual,Manual,Third Owner,5,1405.0,70.0
Mahindra Bolero Power Plus ZLX,2017.0,680000.0,90000.0,Diesel,Individual,Manual,First Owner,7,1493.0,70.0
Maruti Alto K10 2010-2014 VXI,2011.0,215000.0,41000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Volvo XC90 D5 Inscription BSIV,2019.0,6975000.0,25500.0,Diesel,Dealer,Automatic,First Owner,7,1969.0,235.0
Tata Indigo LS,2007.0,111000.00000000001,131000.0,Diesel,Dealer,Manual,First Owner,5,1405.0,70.0
Mercedes-Benz C-Class 220 CDI AT,2014.0,1165000.0,87360.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,170.0
Toyota Etios Liva GD SP,2012.0,315000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.06
Ford Aspire Trend Plus,2018.0,620000.0,15000.0,Petrol,Individual,Manual,First Owner,5,1194.0,94.93
Mahindra Scorpio S2,2017.0,800000.0,20000.0,Diesel,Individual,Manual,First Owner,7,2523.0,75.0
Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,2019.0,950000.0,18500.0,Petrol,Individual,Manual,First Owner,5,1497.0,121.31
Maruti Wagon R LXI BS IV,2013.0,325000.0,55983.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1
Toyota Corolla Altis Diesel D4DG,2011.0,476000.0,107000.0,Diesel,Dealer,Manual,First Owner,5,1364.0,87.2
Chevrolet Enjoy 1.3 TCDi LS 8,2016.0,525000.0,80000.0,Diesel,Individual,Manual,First Owner,8,1248.0,73.74
Maruti Alto 800 LXI,2016.0,270000.0,60000.0,Petrol,Individual,Manual,Second Owner,5,796.0,47.3
Maruti Ritz ZDi,2014.0,375000.0,110000.0,Diesel,Individual,Manual,Third Owner,5,1248.0,73.94
Maruti A Star Vxi,2013.0,250000.0,45898.0,Petrol,Individual,Manual,First Owner,5,998.0,66.1
Hyundai EON D Lite Plus,2014.0,200000.0,50000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Hyundai Creta 1.6 CRDi SX Plus,2016.0,975000.0,52000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2
Tata Tiago 1.2 Revotron XTA,2018.0,495000.0,2500.0,Petrol,Dealer,Automatic,First Owner,5,1199.0,84.0
Hyundai i20 Asta,2017.0,640000.0,41394.0,Petrol,Dealer,Manual,First Owner,5,1197.0,80.0
Maruti Eeco 7 Seater Standard BSIV,2015.0,250000.0,60000.0,Petrol,Individual,Manual,First Owner,7,1196.0,73.0
Honda New Accord 2008-2011 2.4 Inspire A/T,2009.0,459999.99999999994,77000.0,Petrol,Dealer,Automatic,First Owner,5,2354.0,180.0
Chevrolet Cruze LTZ AT,2012.0,525000.0,17000.0,Diesel,Dealer,Automatic,First Owner,5,1998.0,163.7
Maruti Swift VXI,2013.0,325000.0,150000.0,Petrol,Individual,Manual,Second Owner,5,1197.0,85.8
Tata Sumo Victa EX 7/9 Str BSII,2012.0,250000.0,40000.0,Diesel,Individual,Manual,First Owner,9,2956.0,70.0
Maruti 800 AC,1998.0,40000.0,70000.0,Petrol,Individual,Manual,Second Owner,4,796.0,37.0
Hyundai i20 1.4 Asta Option,2015.0,490000.00000000006,58000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.73
Ashok Leyland Stile LE,2013.0,300000.0,200000.0,Diesel,Individual,Manual,Second Owner,8,1461.0,75.0
Maruti Alto 800 LXI,2017.0,260000.0,54000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Maruti SX4 ZXI AT,2009.0,200000.0,90000.0,Petrol,Individual,Automatic,Second Owner,5,1586.0,103.3
Hyundai Grand i10 1.2 Kappa Magna AT,2019.0,570000.0,25000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,81.86
Maruti Alto 800 LXI,2017.0,298000.0,14870.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Mercedes-Benz E-Class E250 CDI Avantgrade,2013.0,2250000.0,65000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,201.1
Skoda Laura 1.9 TDI AT Ambiente,2012.0,445000.0,85000.0,Diesel,Dealer,Automatic,First Owner,5,1896.0,105.0
BMW 5 Series 530i M Sport,2019.0,5475000.0,5700.0,Petrol,Dealer,Automatic,First Owner,5,1998.0,248.08
Maruti Ciaz ZDi,2015.0,730000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5
Hyundai Grand i10 1.2 Kappa Magna AT,2019.0,567000.0,7000.0,Petrol,Individual,Automatic,First Owner,5,1197.0,81.86
Hyundai Grand i10 1.2 CRDi Sportz Dual Tone,2018.0,490000.00000000006,58072.0,Diesel,Dealer,Manual,First Owner,5,1186.0,73.97
Hyundai i20 Asta 1.2,2013.0,360000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.85
Hyundai i20 1.2 Magna,2010.0,375000.0,64000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,80.0
Hyundai Santro Xing GL,2010.0,150000.0,110000.0,Petrol,Individual,Manual,First Owner,5,1086.0,62.0
Tata Indigo LS,2008.0,120000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1405.0,70.0
Ford Ikon 1.3 Flair,2007.0,175000.0,99870.0,Petrol,Dealer,Manual,First Owner,5,1299.0,70.0
Toyota Innova Crysta 2016-2020 2.4 GX AT 8 STR,2018.0,1889999.9999999998,27000.0,Diesel,Dealer,Automatic,First Owner,8,2393.0,147.51
Nissan Sunny Diesel XV,2014.0,420000.0,135000.0,Diesel,Individual,Manual,First Owner,5,1461.0,84.8
Hyundai i20 Active 1.2 SX with AVN,2017.0,680000.0,50000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86
Tata Nexon 1.2 Revotron XM,2019.0,750000.0,6000.0,Petrol,Individual,Manual,First Owner,5,1198.0,108.5
Ford Ecosport 1.5 Petrol Titanium,2016.0,599000.0,39000.0,Petrol,Dealer,Manual,First Owner,5,1496.0,120.69
Maruti Alto LX,2006.0,150000.0,100000.0,Petrol,Individual,Manual,Second Owner,5,796.0,46.3
Tata Tiago 1.2 Revotron XE,2016.0,300000.0,90000.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0
Ford Figo Diesel ZXI,2011.0,250000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.0
Maruti Swift Vdi BSIII,2011.0,305000.0,188000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,75.0
Chevrolet Tavera Neo 3 LT 8 Seats BSIV,2014.0,500000.0,120000.0,Diesel,Individual,Manual,First Owner,8,1994.0,105.3
Honda City 1.5 S MT,2008.0,240000.0,68000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,118.0
Maruti Alto Green LX BSIV,2010.0,125000.0,72000.0,CNG,Individual,Manual,First Owner,5,796.0,38.4
Toyota Etios Liva 1.2 G,2016.0,495000.0,64000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9
Renault KWID 1.0 RXT Optional,2018.0,500000.0,31000.0,Petrol,Dealer,Manual,First Owner,5,999.0,67.0
Hyundai i20 1.2 Asta Option,2017.0,690000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83
Chevrolet Enjoy TCDi LTZ 7 Seater,2013.0,350000.0,100000.0,Diesel,Individual,Manual,Third Owner,7,1248.0,73.8
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,2018.0,890000.0,7500.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.96
Ford Figo Diesel Titanium,2011.0,204999.0,100000.0,Diesel,Individual,Manual,Second Owner,5,1399.0,68.0
Maruti Wagon R AMT VXI Plus,2017.0,434999.99999999994,41000.0,Petrol,Dealer,Automatic,First Owner,5,998.0,67.0
Mercedes-Benz GLA Class 200 d Sport,2018.0,2690000.0,15000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,136.0
Chevrolet Beat LT,2014.0,240000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1199.0,76.8
Toyota Corolla Altis G MT,2012.0,450000.0,67000.0,Petrol,Dealer,Manual,First Owner,5,1798.0,138.03
Hyundai i20 Sportz 1.4 CRDi,2015.0,525000.0,56490.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.73
Ford Aspire Titanium Diesel BSIV,2016.0,600000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1498.0,99.23
Maruti 800 AC,2008.0,50000.0,78245.0,Petrol,Dealer,Manual,First Owner,4,796.0,37.0
Maruti Ritz VXi,2012.0,220000.00000000003,60000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8
Volkswagen Polo 2015-2019 GT TSI Sport Edition,2016.0,650000.0,49000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,103.5
Ford Fiesta Classic 1.6 Duratec LXI,2008.0,225000.0,61900.0,Petrol,Individual,Manual,First Owner,5,1596.0,99.6
Hyundai i20 1.4 CRDi Asta,2012.0,450000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1396.0,90.0
BMW 7 Series 730Ld,2015.0,3900000.0,60000.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,258.0
Ford Figo Diesel Celebration Edition,2013.0,280000.0,43434.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.1
Mahindra XUV500 W8 2WD,2014.0,1000000.0,120000.0,Diesel,Individual,Manual,Third Owner,7,2179.0,140.0
Maruti Vitara Brezza ZDi,2018.0,925000.0,12000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Hyundai i10 Magna 1.2 iTech SE,2014.0,275000.0,53000.0,Petrol,Individual,Manual,First Owner,5,1197.0,78.9
Maruti Swift Dzire VXI,2015.0,350000.0,120000.0,Petrol,Individual,Manual,First Owner,5,1197.0,83.14
Maruti Alto 800 LXI,2013.0,250000.0,80000.0,Petrol,Individual,Manual,First Owner,5,796.0,47.3
Maruti Wagon R VXI Minor,2008.0,249000.00000000003,89430.0,Petrol,Dealer,Manual,First Owner,5,1061.0,67.0
Mercedes-Benz CLA 200 CDI Sport,2017.0,2450000.0,30000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,136.0
Maruti Alto K10 VXI,2017.0,310000.0,40000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.05
BMW 5 Series 520d Luxury Line,2018.0,4400000.0,22000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,187.74
Mahindra TUV 300 T8,2016.0,735000.0,58350.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0
Toyota Corolla Altis 1.8 Limited Edition,2015.0,1400000.0,30000.0,Petrol,Individual,Manual,First Owner,5,1798.0,138.03
Hyundai i10 Sportz 1.1L,2016.0,380000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1086.0,68.05
Hyundai i20 Asta Option CVT BSIV,2018.0,890000.0,12000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.86
Honda City i VTEC S,2015.0,550000.0,51000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.3
Toyota Corolla Altis Diesel D4DG,2010.0,425000.0,81000.0,Diesel,Dealer,Manual,First Owner,5,1364.0,87.2
Ford Ikon 1.6 SXi,2004.0,100000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1597.0,92.0
Tata Indica V2 2001-2011 eLX,2011.0,165000.0,75000.0,Diesel,Dealer,Manual,Second Owner,5,1396.0,69.0
Hyundai i20 2015-2017 Asta 1.4 CRDi,2014.0,425000.0,64000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.73
Tata Zest Revotron 1.2 XT,2017.0,400000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1193.0,88.7
Maruti Wagon R VXI BS IV,2011.0,246000.0,139000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1
Volkswagen Polo GT TSI,2014.0,675000.0,63000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,103.6
Renault KWID RXT Optional,2016.0,295000.0,60000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Ford Figo Petrol EXI,2011.0,130000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1196.0,70.0
Volkswagen Polo GT TSI,2014.0,550000.0,31000.0,Petrol,Dealer,Automatic,Second Owner,5,1197.0,103.6
Mahindra Bolero 2011-2019 SLE,2013.0,470000.0,80000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1
Tata Zest Quadrajet 1.3 75PS XE,2015.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Mahindra Scorpio S10 7 Seater,2016.0,1050000.0,44000.0,Diesel,Dealer,Manual,First Owner,7,2179.0,120.0
BMW 5 Series 520i Luxury Line,2017.0,3100000.0,36000.0,Petrol,Dealer,Automatic,First Owner,5,1997.0,184.0
Nissan Sunny XL CVT,2015.0,425000.0,58000.0,Petrol,Dealer,Automatic,First Owner,5,1498.0,99.6
Hyundai i10 Era,2016.0,330000.0,46568.0,Petrol,Dealer,Manual,First Owner,5,1086.0,68.05
Skoda Rapid Leisure 1.6 TDI MT,2013.0,350000.0,75000.0,Diesel,Dealer,Manual,First Owner,5,1598.0,103.6
Maruti Celerio VXI,2019.0,484999.0,4875.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04
Honda City 2017-2020 VTEC Plus,2009.0,299000.0,87000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,100.0
Chevrolet Sail Hatchback 1.3 TCDi,2015.0,290000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014.0,1250000.0,30000.0,Diesel,Individual,Manual,First Owner,7,2494.0,100.6
Renault Duster RXL AWD,2013.0,695000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1461.0,108.45
Mahindra Bolero DI DX 7 Seater,2009.0,270000.0,150000.0,Diesel,Individual,Manual,Second Owner,7,2523.0,63.0
Toyota Corolla Altis G AT,2015.0,949000.0,37039.0,Petrol,Dealer,Automatic,First Owner,5,1798.0,138.03
Nissan Terrano XL 110 PS,2015.0,700000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1461.0,108.5
Tata Indigo LS,2011.0,210000.0,35000.0,Diesel,Individual,Manual,First Owner,5,1405.0,70.0
Hyundai i20 Sportz Diesel,2010.0,225000.0,127000.0,Diesel,Individual,Manual,First Owner,5,1396.0,90.0
Volkswagen Vento Diesel Highline,2012.0,450000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1598.0,103.6
Nissan Micra Diesel XV,2012.0,420000.0,142587.0,Diesel,Dealer,Manual,First Owner,5,1461.0,63.1
Honda Amaze S i-Dtech,2013.0,365000.0,97000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,579000.0,9095.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86
Hyundai Santro Xing GLS,2008.0,160000.0,90000.0,Petrol,Individual,Manual,First Owner,5,1086.0,62.1
Ford Figo Petrol EXI,2010.0,240000.0,63500.0,Petrol,Individual,Manual,First Owner,5,1196.0,70.0
Renault KWID RXT Optional,2016.0,250000.0,22000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.3
Mitsubishi Lancer 2.0 LXd,2000.0,150000.0,280000.0,Diesel,Individual,Manual,Second Owner,5,1998.0,68.0
Mahindra Bolero 2011-2019 DI - AC BS III,2017.0,700000.0,70000.0,Diesel,Individual,Manual,First Owner,9,2523.0,63.0
Chevrolet Beat LT,2010.0,175000.0,33000.0,Petrol,Dealer,Manual,First Owner,5,1199.0,79.4
Fiat Linea 1.3 Emotion,2012.0,325000.0,75000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,92.0
Maruti Ritz LXi,2016.0,320000.0,90000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8
Hyundai Creta 1.4 CRDi Base,2018.0,990000.0,5000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.7
Hyundai Verna Transform CRDi VGT SX ABS,2010.0,400000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1493.0,110.0
Maruti Wagon R VXI,2018.0,470000.0,37650.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05
Renault KWID 1.0 RXT Optional,2017.0,375000.0,20000.0,Petrol,Dealer,Manual,First Owner,5,999.0,67.0
Maruti Vitara Brezza ZDi,2016.0,825000.0,33254.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Hyundai EON Era Plus Sports Edition,2017.0,300000.0,20000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018.0,525000.0,11300.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86
Mahindra Bolero 2011-2019 SLX,2013.0,550000.0,60000.0,Diesel,Individual,Manual,First Owner,7,2523.0,62.1
Maruti Ertiga VXI CNG,2016.0,825000.0,20000.0,CNG,Individual,Manual,First Owner,7,1373.0,80.46
Hyundai Verna 1.6 SX,2012.0,619000.0,58000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.32
Tata Indigo CS eLX BS IV,2014.0,215000.0,100000.0,Diesel,Individual,Manual,Second Owner,5,1396.0,69.01
Honda City i VTEC V,2016.0,625000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.3
Chevrolet Spark 1.0 LT,2010.0,150000.0,78000.0,Petrol,Dealer,Manual,First Owner,5,995.0,62.0
Mercedes-Benz C-Class 220 CDI AT,2018.0,2990000.0,40000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,170.0
Maruti Swift ZXI BSIII,2008.0,240000.0,75900.0,Petrol,Individual,Manual,First Owner,5,1298.0,88.2
Maruti Wagon R VXI Optional,2016.0,300000.0,120000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04
Maruti Swift VXI,2019.0,600000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013.0,600000.0,75000.0,Diesel,Dealer,Manual,First Owner,7,2494.0,100.0
Ford Endeavour 3.2 Titanium AT 4X4,2018.0,3200000.0,41000.0,Diesel,Dealer,Automatic,First Owner,7,3198.0,197.0
Maruti Wagon R VXI,2019.0,475000.0,15000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.05
Nissan Kicks XV D BSIV,2019.0,1200000.0,23000.0,Diesel,Individual,Manual,First Owner,5,1461.0,108.5
Tata Tiago 2019-2020 XZ Opt,2019.0,500000.0,16000.0,Petrol,Individual,Manual,First Owner,5,1199.0,83.83
Mahindra Bolero Power Plus ZLX,2017.0,800000.0,60000.0,Diesel,Individual,Manual,First Owner,7,1493.0,70.0
Maruti Alto 800 CNG LXI,2018.0,300000.0,59000.0,CNG,Dealer,Manual,First Owner,4,796.0,40.3
Hyundai Verna 1.6 CRDi SX,2013.0,595000.0,65000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2
Honda New Accord 2011-2014 2.4 M/T,2012.0,670000.0,76003.0,Petrol,Dealer,Manual,First Owner,5,2354.0,177.6
Maruti Vitara Brezza VDi Option,2017.0,750000.0,18000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5
Hyundai i20 Asta 1.4 CRDi,2015.0,600000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73
Toyota Corolla Altis D-4D JS,2014.0,750000.0,27000.0,Diesel,Dealer,Manual,First Owner,5,1364.0,87.2
Mahindra Xylo Celebration Edition,2010.0,450000.0,110000.0,Diesel,Individual,Manual,First Owner,7,2498.0,112.0
Maruti Celerio X AMT ZXI Option,2018.0,550000.0,9522.0,Petrol,Dealer,Automatic,First Owner,5,998.0,67.05
Skoda Octavia Rider 1.9 AT TDI,2008.0,210000.0,120000.0,Diesel,Individual,Manual,Second Owner,5,1896.0,66.0
Tata Sumo MKII Turbo 2.0 LX,2010.0,235000.0,90000.0,Diesel,Individual,Manual,First Owner,9,1948.0,90.0
Maruti Swift LXi BSIV,2010.0,225000.0,78300.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.0
Honda City 1.5 E MT,2008.0,175000.0,110000.0,Petrol,Individual,Manual,First Owner,5,1497.0,118.0
Mahindra Scorpio 1.99 S10,2017.0,1241000.0,36000.0,Diesel,Dealer,Manual,First Owner,7,1997.0,120.0
Rolls-Royce Ghost Series II Extended Wheelbase,2017.0,24200000.0,5000.0,Petrol,Individual,Automatic,First Owner,4,6592.0,563.0
BMW X1 sDrive 20D xLine,2014.0,1450000.0,84000.0,Diesel,Dealer,Automatic,First Owner,,,
Maruti Ertiga ZDI Plus,2018.0,1050000.0,10000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.5
Volkswagen Polo 1.5 TDI Comfortline,2014.0,350000.0,60000.0,Diesel,Individual,Manual,Second Owner,5,1498.0,88.8
Maruti Alto LXi BSIII,2006.0,85000.0,20000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3
Toyota Fortuner 4x2 Manual,2012.0,1260000.0,60000.0,Diesel,Individual,Manual,First Owner,7,2982.0,168.5
Maruti Baleno Zeta Automatic,2019.0,750000.0,8700.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,83.1
